repeat,outer_seed,inner_seed,outer_fold,cat_id,age_group,call_count,role
0,104729,105730,1,076A,adult,1,train
0,104729,105730,1,087A,adult,2,train
0,104729,105730,1,088A,adult,1,train
0,104729,105730,1,090A,senior,1,train
0,104729,105730,1,091A,senior,1,train
0,104729,105730,1,092A,adult,1,train
0,104729,105730,1,093A,senior,2,train
0,104729,105730,1,094A,senior,5,train
0,104729,105730,1,097A,senior,15,train
0,104729,105730,1,097B,adult,14,train
0,104729,105730,1,102A,adult,2,train
0,104729,105730,1,103A,senior,33,train
0,104729,105730,1,105A,adult,3,train
0,104729,105730,1,108A,senior,5,train
0,104729,105730,1,109A,kitten,5,train
0,104729,105730,1,110A,kitten,1,train
0,104729,105730,1,116A,senior,12,train
0,104729,105730,1,000B,adult,19,validation
0,104729,105730,1,005A,adult,9,validation
0,104729,105730,1,007A,adult,6,validation
0,104729,105730,1,012A,adult,3,validation
0,104729,105730,1,014A,adult,3,validation
0,104729,105730,1,024A,senior,1,validation
0,104729,105730,1,027A,adult,7,validation
0,104729,105730,1,033A,adult,9,validation
0,104729,105730,1,040A,kitten,10,validation
0,104729,105730,1,043A,kitten,1,validation
0,104729,105730,1,059A,senior,10,validation
0,104729,105730,1,060A,senior,3,validation
0,104729,105730,1,066A,adult,1,validation
0,104729,105730,1,096A,adult,1,validation
0,104729,105730,1,099A,adult,6,validation
0,104729,105730,1,104A,senior,4,validation
0,104729,105730,1,113A,senior,3,validation
0,104729,105731,2,000B,adult,19,test
0,104729,105731,2,002B,adult,30,test
0,104729,105731,2,005A,adult,9,test
0,104729,105731,2,010A,adult,3,test
0,104729,105731,2,012A,adult,3,test
0,104729,105731,2,013B,adult,8,test
0,104729,105731,2,021A,adult,5,test
0,104729,105731,2,024A,senior,1,test
0,104729,105731,2,036A,adult,7,test
0,104729,105731,2,037A,adult,2,test
0,104729,105731,2,041A,kitten,1,test
0,104729,105731,2,042A,kitten,11,test
0,104729,105731,2,046A,kitten,45,test
0,104729,105731,2,051A,senior,12,test
0,104729,105731,2,053A,senior,3,test
0,104729,105731,2,055A,senior,12,test
0,104729,105731,2,058A,senior,3,test
0,104729,105731,2,066A,adult,1,test
0,104729,105731,2,073A,adult,1,test
0,104729,105731,2,092A,adult,1,test
0,104729,105731,2,093A,senior,2,test
0,104729,105731,2,096A,adult,1,test
0,104729,105731,2,097A,senior,15,test
0,104729,105731,2,097B,adult,14,test
0,104729,105731,2,102A,adult,2,test
0,104729,105731,2,104A,senior,4,test
0,104729,105731,2,109A,kitten,5,test
0,104729,105731,2,113A,senior,3,test
0,104729,105731,2,000A,adult,39,train
0,104729,105731,2,001A,senior,9,train
0,104729,105731,2,002A,adult,13,train
0,104729,105731,2,003A,adult,4,train
0,104729,105731,2,004A,adult,1,train
0,104729,105731,2,008A,senior,5,train
0,104729,105731,2,009A,adult,4,train
0,104729,105731,2,014A,adult,3,train
0,104729,105731,2,014B,kitten,10,train
0,104729,105731,2,015A,senior,7,train
0,104729,105731,2,016A,senior,9,train
0,104729,105731,2,019B,adult,1,train
0,104729,105731,2,020A,adult,20,train
0,104729,105731,2,022A,adult,9,train
0,104729,105731,2,023A,adult,6,train
0,104729,105731,2,023B,adult,4,train
0,104729,105731,2,025A,senior,10,train
0,104729,105731,2,025B,adult,2,train
0,104729,105731,2,025C,senior,4,train
0,104729,105731,2,026A,adult,4,train
0,104729,105731,2,027A,adult,7,train
0,104729,105731,2,028A,senior,11,train
0,104729,105731,2,029A,adult,15,train
0,104729,105731,2,031A,adult,7,train
0,104729,105731,2,034A,adult,3,train
0,104729,105731,2,035A,adult,2,train
0,104729,105731,2,038A,adult,2,train
0,104729,105731,2,039A,senior,6,train
0,104729,105731,2,040A,kitten,10,train
0,104729,105731,2,043A,kitten,1,train
0,104729,105731,2,044A,kitten,5,train
0,104729,105731,2,045A,kitten,4,train
0,104729,105731,2,047A,kitten,22,train
0,104729,105731,2,051B,senior,9,train
0,104729,105731,2,052A,adult,2,train
0,104729,105731,2,054A,senior,2,train
0,104729,105731,2,059A,senior,10,train
0,104729,105731,2,060A,senior,3,train
0,104729,105731,2,061A,senior,2,train
0,104729,105731,2,062A,adult,3,train
0,104729,105731,2,063A,adult,11,train
0,104729,105731,2,064A,adult,1,train
0,104729,105731,2,065A,adult,9,train
0,104729,105731,2,067A,adult,11,train
0,104729,105731,2,068A,adult,8,train
0,104729,105731,2,069A,adult,2,train
0,104729,105731,2,070A,adult,5,train
0,104729,105731,2,071A,adult,9,train
0,104729,105731,2,074A,adult,16,train
0,104729,105731,2,075A,adult,5,train
0,104729,105731,2,076A,adult,1,train
0,104729,105731,2,087A,adult,2,train
0,104729,105731,2,090A,senior,1,train
0,104729,105731,2,091A,senior,1,train
0,104729,105731,2,094A,senior,5,train
0,104729,105731,2,095A,adult,7,train
0,104729,105731,2,099A,adult,6,train
0,104729,105731,2,100A,adult,1,train
0,104729,105731,2,101A,senior,12,train
0,104729,105731,2,105A,adult,3,train
0,104729,105731,2,106A,senior,13,train
0,104729,105731,2,108A,senior,5,train
0,104729,105731,2,110A,kitten,1,train
0,104729,105731,2,111A,kitten,12,train
0,104729,105731,2,115A,kitten,1,train
0,104729,105731,2,117A,senior,7,train
0,104729,105731,2,006A,adult,3,validation
0,104729,105731,2,007A,adult,6,validation
0,104729,105731,2,011A,senior,2,validation
0,104729,105731,2,018A,adult,2,validation
0,104729,105731,2,019A,adult,17,validation
0,104729,105731,2,026B,adult,1,validation
0,104729,105731,2,026C,adult,1,validation
0,104729,105731,2,032A,adult,2,validation
0,104729,105731,2,033A,adult,9,validation
0,104729,105731,2,048A,kitten,1,validation
0,104729,105731,2,050A,kitten,5,validation
0,104729,105731,2,056A,senior,3,validation
0,104729,105731,2,057A,senior,17,validation
0,104729,105731,2,072A,adult,9,validation
0,104729,105731,2,088A,adult,1,validation
0,104729,105731,2,103A,senior,33,validation
0,104729,105731,2,116A,senior,12,validation
0,104729,105732,3,002A,adult,13,test
0,104729,105732,3,004A,adult,1,test
0,104729,105732,3,011A,senior,2,test
0,104729,105732,3,018A,adult,2,test
0,104729,105732,3,019A,adult,17,test
0,104729,105732,3,023B,adult,4,test
0,104729,105732,3,025B,adult,2,test
0,104729,105732,3,026A,adult,4,test
0,104729,105732,3,027A,adult,7,test
0,104729,105732,3,028A,senior,11,test
0,104729,105732,3,034A,adult,3,test
0,104729,105732,3,038A,adult,2,test
0,104729,105732,3,040A,kitten,10,test
0,104729,105732,3,048A,kitten,1,test
0,104729,105732,3,051B,senior,9,test
0,104729,105732,3,052A,adult,2,test
0,104729,105732,3,056A,senior,3,test
0,104729,105732,3,059A,senior,10,test
0,104729,105732,3,060A,senior,3,test
0,104729,105732,3,072A,adult,9,test
0,104729,105732,3,087A,adult,2,test
0,104729,105732,3,088A,adult,1,test
0,104729,105732,3,094A,senior,5,test
0,104729,105732,3,099A,adult,6,test
0,104729,105732,3,103A,senior,33,test
0,104729,105732,3,108A,senior,5,test
0,104729,105732,3,110A,kitten,1,test
0,104729,105732,3,000A,adult,39,train
0,104729,105732,3,001A,senior,9,train
0,104729,105732,3,002B,adult,30,train
0,104729,105732,3,003A,adult,4,train
0,104729,105732,3,006A,adult,3,train
0,104729,105732,3,008A,senior,5,train
0,104729,105732,3,009A,adult,4,train
0,104729,105732,3,012A,adult,3,train
0,104729,105732,3,013B,adult,8,train
0,104729,105732,3,014A,adult,3,train
0,104729,105732,3,014B,kitten,10,train
0,104729,105732,3,015A,senior,7,train
0,104729,105732,3,016A,senior,9,train
0,104729,105732,3,019B,adult,1,train
0,104729,105732,3,022A,adult,9,train
0,104729,105732,3,023A,adult,6,train
0,104729,105732,3,024A,senior,1,train
0,104729,105732,3,025C,senior,4,train
0,104729,105732,3,026B,adult,1,train
0,104729,105732,3,026C,adult,1,train
0,104729,105732,3,031A,adult,7,train
0,104729,105732,3,033A,adult,9,train
0,104729,105732,3,035A,adult,2,train
0,104729,105732,3,036A,adult,7,train
0,104729,105732,3,037A,adult,2,train
0,104729,105732,3,039A,senior,6,train
0,104729,105732,3,041A,kitten,1,train
0,104729,105732,3,042A,kitten,11,train
0,104729,105732,3,043A,kitten,1,train
0,104729,105732,3,044A,kitten,5,train
0,104729,105732,3,045A,kitten,4,train
0,104729,105732,3,046A,kitten,45,train
0,104729,105732,3,050A,kitten,5,train
0,104729,105732,3,051A,senior,12,train
0,104729,105732,3,053A,senior,3,train
0,104729,105732,3,054A,senior,2,train
0,104729,105732,3,055A,senior,12,train
0,104729,105732,3,058A,senior,3,train
0,104729,105732,3,061A,senior,2,train
0,104729,105732,3,063A,adult,11,train
0,104729,105732,3,064A,adult,1,train
0,104729,105732,3,065A,adult,9,train
0,104729,105732,3,066A,adult,1,train
0,104729,105732,3,067A,adult,11,train
0,104729,105732,3,068A,adult,8,train
0,104729,105732,3,069A,adult,2,train
0,104729,105732,3,070A,adult,5,train
0,104729,105732,3,071A,adult,9,train
0,104729,105732,3,073A,adult,1,train
0,104729,105732,3,074A,adult,16,train
0,104729,105732,3,075A,adult,5,train
0,104729,105732,3,076A,adult,1,train
0,104729,105732,3,090A,senior,1,train
0,104729,105732,3,091A,senior,1,train
0,104729,105732,3,092A,adult,1,train
0,104729,105732,3,096A,adult,1,train
0,104729,105732,3,097A,senior,15,train
0,104729,105732,3,097B,adult,14,train
0,104729,105732,3,100A,adult,1,train
0,104729,105732,3,101A,senior,12,train
0,104729,105732,3,102A,adult,2,train
0,104729,105732,3,104A,senior,4,train
0,104729,105732,3,105A,adult,3,train
0,104729,105732,3,106A,senior,13,train
0,104729,105732,3,111A,kitten,12,train
0,104729,105732,3,113A,senior,3,train
0,104729,105732,3,115A,kitten,1,train
0,104729,105732,3,000B,adult,19,validation
0,104729,105732,3,005A,adult,9,validation
0,104729,105732,3,007A,adult,6,validation
0,104729,105732,3,010A,adult,3,validation
0,104729,105732,3,020A,adult,20,validation
0,104729,105732,3,021A,adult,5,validation
0,104729,105732,3,025A,senior,10,validation
0,104729,105732,3,029A,adult,15,validation
0,104729,105732,3,032A,adult,2,validation
0,104729,105732,3,047A,kitten,22,validation
0,104729,105732,3,057A,senior,17,validation
0,104729,105732,3,062A,adult,3,validation
0,104729,105732,3,093A,senior,2,validation
0,104729,105732,3,095A,adult,7,validation
0,104729,105732,3,109A,kitten,5,validation
0,104729,105732,3,116A,senior,12,validation
0,104729,105732,3,117A,senior,7,validation
1,130363,131363,0,002A,adult,13,test
1,130363,131363,0,006A,adult,3,test
1,130363,131363,0,013B,adult,8,test
1,130363,131363,0,023B,adult,4,test
1,130363,131363,0,024A,senior,1,test
1,130363,131363,0,028A,senior,11,test
1,130363,131363,0,029A,adult,15,test
1,130363,131363,0,034A,adult,3,test
1,130363,131363,0,035A,adult,2,test
1,130363,131363,0,036A,adult,7,test
1,130363,131363,0,038A,adult,2,test
1,130363,131363,0,040A,kitten,10,test
1,130363,131363,0,043A,kitten,1,test
1,130363,131363,0,048A,kitten,1,test
1,130363,131363,0,051A,senior,12,test
1,130363,131363,0,051B,senior,9,test
1,130363,131363,0,054A,senior,2,test
1,130363,131363,0,056A,senior,3,test
1,130363,131363,0,065A,adult,9,test
1,130363,131363,0,073A,adult,1,test
1,130363,131363,0,074A,adult,16,test
1,130363,131363,0,076A,adult,1,test
1,130363,131363,0,087A,adult,2,test
1,130363,131363,0,093A,senior,2,test
1,130363,131363,0,099A,adult,6,test
1,130363,131363,0,102A,adult,2,test
1,130363,131363,0,103A,senior,33,test
1,130363,131363,0,111A,kitten,12,test
1,130363,131363,0,000A,adult,39,train
1,130363,131363,0,000B,adult,19,train
1,130363,131363,0,001A,senior,9,train
1,130363,131363,0,002B,adult,30,train
1,130363,131363,0,003A,adult,4,train
1,130363,131363,0,005A,adult,9,train
1,130363,131363,0,009A,adult,4,train
1,130363,131363,0,011A,senior,2,train
1,130363,131363,0,012A,adult,3,train
1,130363,131363,0,014A,adult,3,train
1,130363,131363,0,015A,senior,7,train
1,130363,131363,0,016A,senior,9,train
1,130363,131363,0,018A,adult,2,train
1,130363,131363,0,019A,adult,17,train
1,130363,131363,0,020A,adult,20,train
1,130363,131363,0,021A,adult,5,train
1,130363,131363,0,022A,adult,9,train
1,130363,131363,0,023A,adult,6,train
1,130363,131363,0,025C,senior,4,train
1,130363,131363,0,026A,adult,4,train
1,130363,131363,0,026B,adult,1,train
1,130363,131363,0,027A,adult,7,train
1,130363,131363,0,031A,adult,7,train
1,130363,131363,0,032A,adult,2,train
1,130363,131363,0,033A,adult,9,train
1,130363,131363,0,037A,adult,2,train
1,130363,131363,0,039A,senior,6,train
1,130363,131363,0,041A,kitten,1,train
1,130363,131363,0,042A,kitten,11,train
1,130363,131363,0,044A,kitten,5,train
1,130363,131363,0,045A,kitten,4,train
1,130363,131363,0,046A,kitten,45,train
1,130363,131363,0,047A,kitten,22,train
1,130363,131363,0,052A,adult,2,train
1,130363,131363,0,053A,senior,3,train
1,130363,131363,0,055A,senior,12,train
1,130363,131363,0,057A,senior,17,train
1,130363,131363,0,058A,senior,3,train
1,130363,131363,0,059A,senior,10,train
1,130363,131363,0,060A,senior,3,train
1,130363,131363,0,061A,senior,2,train
1,130363,131363,0,062A,adult,3,train
1,130363,131363,0,064A,adult,1,train
1,130363,131363,0,066A,adult,1,train
1,130363,131363,0,067A,adult,11,train
1,130363,131363,0,068A,adult,8,train
1,130363,131363,0,069A,adult,2,train
1,130363,131363,0,070A,adult,5,train
1,130363,131363,0,071A,adult,9,train
1,130363,131363,0,072A,adult,9,train
1,130363,131363,0,075A,adult,5,train
1,130363,131363,0,091A,senior,1,train
1,130363,131363,0,094A,senior,5,train
1,130363,131363,0,095A,adult,7,train
1,130363,131363,0,096A,adult,1,train
1,130363,131363,0,097A,senior,15,train
1,130363,131363,0,097B,adult,14,train
1,130363,131363,0,100A,adult,1,train
1,130363,131363,0,101A,senior,12,train
1,130363,131363,0,104A,senior,4,train
1,130363,131363,0,108A,senior,5,train
1,130363,131363,0,109A,kitten,5,train
1,130363,131363,0,110A,kitten,1,train
1,130363,131363,0,113A,senior,3,train
1,130363,131363,0,115A,kitten,1,train
1,130363,131363,0,117A,senior,7,train
1,130363,131363,0,004A,adult,1,validation
1,130363,131363,0,007A,adult,6,validation
1,130363,131363,0,008A,senior,5,validation
1,130363,131363,0,010A,adult,3,validation
1,130363,131363,0,014B,kitten,10,validation
1,130363,131363,0,019B,adult,1,validation
1,130363,131363,0,025A,senior,10,validation
1,130363,131363,0,025B,adult,2,validation
1,130363,131363,0,026C,adult,1,validation
1,130363,131363,0,050A,kitten,5,validation
1,130363,131363,0,063A,adult,11,validation
1,130363,131363,0,088A,adult,1,validation
1,130363,131363,0,090A,senior,1,validation
1,130363,131363,0,092A,adult,1,validation
1,130363,131363,0,105A,adult,3,validation
1,130363,131363,0,106A,senior,13,validation
1,130363,131363,0,116A,senior,12,validation
1,130363,131364,1,000A,adult,39,test
1,130363,131364,1,000B,adult,19,test
1,130363,131364,1,001A,senior,9,test
1,130363,131364,1,004A,adult,1,test
1,130363,131364,1,008A,senior,5,test
1,130363,131364,1,009A,adult,4,test
1,130363,131364,1,011A,senior,2,test
1,130363,131364,1,014A,adult,3,test
1,130363,131364,1,014B,kitten,10,test
1,130363,131364,1,018A,adult,2,test
1,130363,131364,1,023A,adult,6,test
1,130363,131364,1,026A,adult,4,test
1,130363,131364,1,026B,adult,1,test
1,130363,131364,1,027A,adult,7,test
1,130363,131364,1,033A,adult,9,test
1,130363,131364,1,044A,kitten,5,test
1,130363,131364,1,058A,senior,3,test
1,130363,131364,1,063A,adult,11,test
1,130363,131364,1,069A,adult,2,test
1,130363,131364,1,070A,adult,5,test
1,130363,131364,1,072A,adult,9,test
1,130363,131364,1,090A,senior,1,test
1,130363,131364,1,095A,adult,7,test
1,130363,131364,1,104A,senior,4,test
1,130363,131364,1,110A,kitten,1,test
1,130363,131364,1,113A,senior,3,test
1,130363,131364,1,115A,kitten,1,test
1,130363,131364,1,117A,senior,7,test
1,130363,131364,1,002A,adult,13,train
1,130363,131364,1,005A,adult,9,train
1,130363,131364,1,006A,adult,3,train
1,130363,131364,1,007A,adult,6,train
1,130363,131364,1,010A,adult,3,train
1,130363,131364,1,012A,adult,3,train
1,130363,131364,1,013B,adult,8,train
1,130363,131364,1,016A,senior,9,train
1,130363,131364,1,019A,adult,17,train
1,130363,131364,1,019B,adult,1,train
1,130363,131364,1,020A,adult,20,train
1,130363,131364,1,021A,adult,5,train
1,130363,131364,1,022A,adult,9,train
1,130363,131364,1,023B,adult,4,train
1,130363,131364,1,024A,senior,1,train
1,130363,131364,1,025A,senior,10,train
1,130363,131364,1,025B,adult,2,train
1,130363,131364,1,025C,senior,4,train
1,130363,131364,1,026C,adult,1,train
1,130363,131364,1,028A,senior,11,train
1,130363,131364,1,029A,adult,15,train
1,130363,131364,1,031A,adult,7,train
1,130363,131364,1,034A,adult,3,train
1,130363,131364,1,035A,adult,2,train
1,130363,131364,1,037A,adult,2,train
1,130363,131364,1,038A,adult,2,train
1,130363,131364,1,039A,senior,6,train
1,130363,131364,1,040A,kitten,10,train
1,130363,131364,1,041A,kitten,1,train
1,130363,131364,1,042A,kitten,11,train
1,130363,131364,1,045A,kitten,4,train
1,130363,131364,1,046A,kitten,45,train
1,130363,131364,1,047A,kitten,22,train
1,130363,131364,1,050A,kitten,5,train
1,130363,131364,1,051A,senior,12,train
1,130363,131364,1,051B,senior,9,train
1,130363,131364,1,052A,adult,2,train
1,130363,131364,1,053A,senior,3,train
1,130363,131364,1,055A,senior,12,train
1,130363,131364,1,057A,senior,17,train
1,130363,131364,1,059A,senior,10,train
1,130363,131364,1,061A,senior,2,train
1,130363,131364,1,062A,adult,3,train
1,130363,131364,1,064A,adult,1,train
1,130363,131364,1,065A,adult,9,train
1,130363,131364,1,066A,adult,1,train
1,130363,131364,1,068A,adult,8,train
1,130363,131364,1,071A,adult,9,train
1,130363,131364,1,073A,adult,1,train
1,130363,131364,1,075A,adult,5,train
1,130363,131364,1,087A,adult,2,train
1,130363,131364,1,088A,adult,1,train
1,130363,131364,1,091A,senior,1,train
1,130363,131364,1,092A,adult,1,train
1,130363,131364,1,093A,senior,2,train
1,130363,131364,1,094A,senior,5,train
1,130363,131364,1,096A,adult,1,train
1,130363,131364,1,097B,adult,14,train
1,130363,131364,1,100A,adult,1,train
1,130363,131364,1,101A,senior,12,train
1,130363,131364,1,103A,senior,33,train
1,130363,131364,1,106A,senior,13,train
1,130363,131364,1,108A,senior,5,train
1,130363,131364,1,109A,kitten,5,train
1,130363,131364,1,111A,kitten,12,train
1,130363,131364,1,116A,senior,12,train
1,130363,131364,1,002B,adult,30,validation
1,130363,131364,1,003A,adult,4,validation
1,130363,131364,1,015A,senior,7,validation
1,130363,131364,1,032A,adult,2,validation
1,130363,131364,1,036A,adult,7,validation
1,130363,131364,1,043A,kitten,1,validation
1,130363,131364,1,048A,kitten,1,validation
1,130363,131364,1,054A,senior,2,validation
1,130363,131364,1,056A,senior,3,validation
1,130363,131364,1,060A,senior,3,validation
1,130363,131364,1,067A,adult,11,validation
1,130363,131364,1,074A,adult,16,validation
1,130363,131364,1,076A,adult,1,validation
1,130363,131364,1,097A,senior,15,validation
1,130363,131364,1,099A,adult,6,validation
1,130363,131364,1,102A,adult,2,validation
1,130363,131364,1,105A,adult,3,validation
1,130363,131365,2,003A,adult,4,test
1,130363,131365,2,007A,adult,6,test
1,130363,131365,2,010A,adult,3,test
1,130363,131365,2,012A,adult,3,test
1,130363,131365,2,019A,adult,17,test
1,130363,131365,2,021A,adult,5,test
1,130363,131365,2,025A,senior,10,test
1,130363,131365,2,025C,senior,4,test
1,130363,131365,2,031A,adult,7,test
1,130363,131365,2,032A,adult,2,test
1,130363,131365,2,042A,kitten,11,test
1,130363,131365,2,046A,kitten,45,test
1,130363,131365,2,050A,kitten,5,test
1,130363,131365,2,053A,senior,3,test
1,130363,131365,2,055A,senior,12,test
1,130363,131365,2,057A,senior,17,test
1,130363,131365,2,059A,senior,10,test
1,130363,131365,2,062A,adult,3,test
1,130363,131365,2,064A,adult,1,test
1,130363,131365,2,067A,adult,11,test
