source_path,local_relpath,filename,source_git_blob_sha1,sha256,size_bytes,sample_rate_hz,channels,bits_per_sample,duration_seconds,age_label,age_years_filename,age_group_filename,source_cat_token,published_cat_id,gender_published,target_years_published,duplicate_of,analysis_include,analysis_cat_id,qc_flags
dataset/raw_audio/AudioCropped/0Y-041A-01.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-041A-01.wav,0Y-041A-01.wav,150d44a3907b2b411233145f4b024f235c0ae940,855159f5b2c4c427a739fc864494a04b741f8c868bc8cafee988749c69d70d70,25736,44100,1,16,0.291293,0Y,0.000000,kitten,041A,041A,X,0,,true,041A,exact_audio_duplicate_canonical_copy
dataset/raw_audio/AudioCropped/0Y-043A-01.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-043A-01.wav,0Y-043A-01.wav,a407fcf712b6af4935be62cb4e7065be9cc04b9f,b9e30d65de34501cd5756bff2761462bd56294f76e4c290d6a96e9da9baf5e57,58168,44100,1,16,0.659002,0Y,0.000000,kitten,043A,043A,X,0,,true,043A,
dataset/raw_audio/AudioCropped/0Y-047A-01.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-01.wav,0Y-047A-01.wav,13ccb8829a27562d5b73017bc5b2893fd9d64c69,8da03b394fe445ffeb835e6fa5f478e47f6eaabdf2377e3811249f362190dd54,109328,44100,1,16,1.237347,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-02.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-02.wav,0Y-047A-02.wav,c3b1c9b465fcd90c94e93ccbf8bda40cb8d39565,765c8584e7ac52db740e9fa519a358011614ee9840727511a53839b89e203469,84882,44100,1,16,0.960181,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-03.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-03.wav,0Y-047A-03.wav,e391b89c36d799543f43627fc93f16ce017995f5,7647bfadb092ef079fb3199bfa08ef87f6828ba4fbe95c81dbc1edbfd610b7fd,90724,44100,1,16,1.026417,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-04.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-04.wav,0Y-047A-04.wav,c5f918e552381bc7206fba6945866dfa7e661a43,b86ba9b577ffd4175b6e1d863c6fa8e3ee3e1798b84e9e6cc6bb6291625b25e3,114084,44100,1,16,1.291270,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-05.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-05.wav,0Y-047A-05.wav,b860b6fde7710a2982d8363844321f997c43bb9f,beeb9565a4b14b109b30b87f89e4b9445645831df26a12500f3a8ece54c1bfee,87804,44100,1,16,0.993311,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-06.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-06.wav,0Y-047A-06.wav,fa4c0f6f56c3117a15d29e184494f4297bcae618,ad3c423e61135b166e06beafd5e106f554d5e844f83921a91d81a71eba00500b,84884,44100,1,16,0.960204,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-07.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-07.wav,0Y-047A-07.wav,079a9be8b9703f8654b0314afa89b73c7003428a,ed43496e81bc06984a788953441957e6391a1f05dbf7371a718e786503c9bcdc,73200,44100,1,16,0.827732,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-08.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-08.wav,0Y-047A-08.wav,5d9a00fb60bd6abf7917092b5e1bff801f279fd1,86018b64967295bfe658e4af8743f85c62b0873220c481cd6be3f68b116cd82d,67362,44100,1,16,0.761542,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-09.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-09.wav,0Y-047A-09.wav,0dc77d83c9f3962a683786185e7c4442e922c4e3,9db13e6de6021bcaf1a5383b0c69006a8b6efe17f8ccb7cb70b507c3a830a4b9,111164,44100,1,16,1.258163,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-10.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-10.wav,0Y-047A-10.wav,9d7501971c722bf4cedff760cfefb86e836e794c,d542aa483c617a41b73a2a43973999d3a2bbe1d9b7b28b781cad4dd68f1da68d,81964,44100,1,16,0.927075,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-11.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-11.wav,0Y-047A-11.wav,77d10ce5de1e29cd918a2cea27e34c5c3d0570bd,362f3cc83157fe94ba7b50a858b59986ce5d5c5ac03d7620a3b7ad78d2e2c6a9,90726,44100,1,16,1.026417,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-12.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-12.wav,0Y-047A-12.wav,c18c764591f10ccb4abc8744ebfadcee263cfa7f,3076496b2b99d44f6de4263bafd8cca7dd0aa1c6387ab37e25046ae25959a542,84884,44100,1,16,0.960181,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-13.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-13.wav,0Y-047A-13.wav,a3808a46dbb821ef0948cdd31be84fd5c1b0291d,6e846110978b13f7660d4185ee539f5bd2eb1632dbf7190b15406ae903bec056,87804,44100,1,16,0.993288,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-14.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-14.wav,0Y-047A-14.wav,f2dd8eb2dfe236cd1f5f93e40b76a7753810a1bb,f1f63b9800be280565e6255eaf51cfedf0976e0eec73677faf3e883dbe004279,73204,44100,1,16,0.827755,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-15.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-15.wav,0Y-047A-15.wav,3bc218d8d84b88b90890d8c63a31226bae674f62,a911ae5ca693521e7d2d40f36c06075e6798ba194d13a61702cbd18ea31d9f93,70284,44100,1,16,0.794649,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-16.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-16.wav,0Y-047A-16.wav,c28bf98000b8bf154c5eb80dbc3e8396bc6b076f,480cb3385d9f8da47a41433a138e1a8503e8b5f515d7c9346247b33455bbc03a,76122,44100,1,16,0.860839,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-17.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-17.wav,0Y-047A-17.wav,482427ad08b2ab6dad2856e689ec3cc001583836,ddace6ac0d935e108efebfe470a708463ef6cbd18dcee1a2e4ae8d0bcc83877b,76124,44100,1,16,0.860862,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-18.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-18.wav,0Y-047A-18.wav,c6d7f7622c0eee3ee8c2bc3f3d85c82f865974a2,85b823b2c9fa8754812327b56a97380d5858760886f9311acf6624ed045383ab,61522,44100,1,16,0.695306,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-19.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-19.wav,0Y-047A-19.wav,42bee390269982aa37af20089cc79c5254471a5b,210797e183ec9a057701dfe327ac1302c7ed0f33bd83b600635c3690cec20be7,73204,44100,1,16,0.827755,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-20.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-20.wav,0Y-047A-20.wav,b7de1a41ee663f84b51b815de3e37db3b73398b2,36bd01cadc256bec93bf8547f3a0ae879dfebf2befb3575ebc08c69cb5638b5b,81964,44100,1,16,0.927075,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-21.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-21.wav,0Y-047A-21.wav,6baba2094ac5e6ef80befaea288effd75cb7d9fa,cdf0c762b35f4ba0c9780b84c7fbcb2222c51e022b54b772fc4669466abe9085,96566,44100,1,16,1.092630,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-047A-22.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-047A-22.wav,0Y-047A-22.wav,036eee6754bb713733a0be139a86ff179379aefd,1e2f4431a6b031604d028a7b6ce154514e9705a81ac8febc8d2172714797e779,73204,44100,1,16,0.827755,0Y,0.000000,kitten,047A,047A,X,0,,true,047A,
dataset/raw_audio/AudioCropped/0Y-048A.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-048A.wav,0Y-048A.wav,53bcf3797385d5f054c625dbfc83e2a012685bba,e418b7f1e4b96516ac892766e44447de55fe82e9856aeaae802c3937a9c331fc,69246,44100,1,16,0.783084,0Y,0.000000,kitten,048A,048A,X,0,,true,048A,
dataset/raw_audio/AudioCropped/0Y-049A.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-049A.wav,0Y-049A.wav,150d44a3907b2b411233145f4b024f235c0ae940,855159f5b2c4c427a739fc864494a04b741f8c868bc8cafee988749c69d70d70,25736,44100,1,16,0.291293,0Y,0.000000,kitten,049A,049A,X,0,dataset/raw_audio/AudioCropped/0Y-041A-01.wav,false,041A,exact_audio_duplicate_excluded_from_clean_analysis
dataset/raw_audio/AudioCropped/0Y-050A-01.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-050A-01.wav,0Y-050A-01.wav,9fbcbcb8379381811b3eb16b32c36f54bc8d4a48,ac499f3fe256495387fd22e8b8f0f02c1fcfb1f0ee1e66b733e119a2e0dad0d9,159850,44100,1,16,1.810340,0Y,0.000000,kitten,050A,050A,X,0,,true,050A,
dataset/raw_audio/AudioCropped/0Y-050A-02.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-050A-02.wav,0Y-050A-02.wav,54dfae582d73e4e713aaca85c395d9dcba6b5839,5914b33bfc5ae9bbf2e2a7384a6dd37f5df11afb1109fede6db56f5e57be5642,63134,44100,1,16,0.713787,0Y,0.000000,kitten,050A,050A,X,0,,true,050A,
dataset/raw_audio/AudioCropped/0Y-050A-03.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-050A-03.wav,0Y-050A-03.wav,be4f93aa34d3263c2cee82c25c35f4ccdb8185ec,4f4db39ef06d734580a815400ea380b27a1aa779b4972a8906182ea1098bd4e8,60396,44100,1,16,0.682744,0Y,0.000000,kitten,050A,050A,X,0,,true,050A,
dataset/raw_audio/AudioCropped/0Y-050A-04.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-050A-04.wav,0Y-050A-04.wav,0c2bdbba7dd64d583d2f615870117507dd3ab94b,33f5b6a59d30a51b086e48878e87e7156b73eeb3c46eeadfb4a44da3d0b9e866,54466,44100,1,16,0.615510,0Y,0.000000,kitten,050A,050A,X,0,,true,050A,
dataset/raw_audio/AudioCropped/0Y-050A-05.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-050A-05.wav,0Y-050A-05.wav,aa654d54ecbbb1467f71887e7d8a9f2d93483187,907060c9cd3d101383ee3647ffe16695f61fd39cfe529e9279c2d2d3e9224e14,55836,44100,1,16,0.631043,0Y,0.000000,kitten,050A,050A,X,0,,true,050A,
dataset/raw_audio/AudioCropped/0Y-109A-X1-01.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-109A-X1-01.wav,0Y-109A-X1-01.wav,eb47dba896fceddd2f529db2607b66450b718f58,65a391580ef1fd9c2e2f09d8cba3f874d566d4b26591e76490760797693e134c,70630,48000,1,16,0.733125,0Y,0.000000,kitten,109A,109A,X,0,,true,109A,
dataset/raw_audio/AudioCropped/0Y-109A-X1-02.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-109A-X1-02.wav,0Y-109A-X1-02.wav,224240ce793160105ba1d4176a2398fea6672388,0e9a835db362ce46540473f3530b7141f8058f8503472b9d45173c5df5432a11,104768,48000,1,16,1.088729,0Y,0.000000,kitten,109A,109A,X,0,,true,109A,
dataset/raw_audio/AudioCropped/0Y-109A-X1-03.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-109A-X1-03.wav,0Y-109A-X1-03.wav,324cbcca43112f28e0f10e468d977206b442832d,6fd7dfe34b4c6fa99d7af30315da38fff3c06f400ea4c856972d0fcfe1238caf,76976,48000,1,16,0.799229,0Y,0.000000,kitten,109A,109A,X,0,,true,109A,
dataset/raw_audio/AudioCropped/0Y-109A-X1-04.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-109A-X1-04.wav,0Y-109A-X1-04.wav,0ad3beced7314a50a64eca5f53fc3c038e065eea,678317b3b708445adb0efce28b06053e824cb212a8c1f97ddc7fbb0a9bb88b92,56928,48000,1,16,0.590396,0Y,0.000000,kitten,109A,109A,X,0,,true,109A,
dataset/raw_audio/AudioCropped/0Y-109A-X1-05.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-109A-X1-05.wav,0Y-109A-X1-05.wav,c2d56139e424aeae6567263c85db1cd50d7c6470,ac60fac426b608d00498bb865fd98200705503422e97e7aef8607e11bf1f7c76,66678,48000,1,16,0.691958,0Y,0.000000,kitten,109A,109A,X,0,,true,109A,
dataset/raw_audio/AudioCropped/0Y-110A-X1.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-110A-X1.wav,0Y-110A-X1.wav,c9d39329bcaceef6399c67af60594c8f3492bcfb,0de0e02f7d53847c967bb793c3284915cdd13d966ba0b2542eb88a641549326d,53350,44100,1,16,0.604376,0Y,0.000000,kitten,110A,110A,X,0,,true,110A,
dataset/raw_audio/AudioCropped/0Y-111A-X1-01.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-111A-X1-01.wav,0Y-111A-X1-01.wav,78712f48c505a32aa8e2d1fa16c30431f172d48e,39d34c1d6f5c111aea8c35851cf3e98a73867ef9bb47e16c96449ab217f2237e,65286,44100,1,16,0.738095,0Y,0.000000,kitten,111A,111A,X,0,,true,111A,
dataset/raw_audio/AudioCropped/0Y-111A-X1-02.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-111A-X1-02.wav,0Y-111A-X1-02.wav,0c67dc66da7027874007cd44c190a6ce83999d70,50043f654a67903d4aee16d73ed48d9559fc104cfe332d65ab01794f3782ce6b,38506,44100,1,16,0.434467,0Y,0.000000,kitten,111A,111A,X,0,,true,111A,
dataset/raw_audio/AudioCropped/0Y-111A-X1-03.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-111A-X1-03.wav,0Y-111A-X1-03.wav,e21b14ae9ded4b9c77b78389130ba108a6354130,bc803383441cda180a38434d23aa36022969c11fa3c7ddac457bb9638c890f0f,42764,44100,1,16,0.482744,0Y,0.000000,kitten,111A,111A,X,0,,true,111A,
dataset/raw_audio/AudioCropped/0Y-111A-X1-04.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-111A-X1-04.wav,0Y-111A-X1-04.wav,68e318cbf7d82bc0950ede8511d23cc2fd94bbb4,d63b76f3232241ba815c4b2b2accf6dfa74f05850f5189ad50b8c1168f848de8,58764,44100,1,16,0.664150,0Y,0.000000,kitten,111A,111A,X,0,,true,111A,
dataset/raw_audio/AudioCropped/0Y-111A-X1-05.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-111A-X1-05.wav,0Y-111A-X1-05.wav,90072f9afe41ae6453a71f78798999bf0056ae30,78d8887a741329e2c74cd139ace83198c5aad41a053337a2e6a4ab544fd9345e,64668,44100,1,16,0.731088,0Y,0.000000,kitten,111A,111A,X,0,,true,111A,
dataset/raw_audio/AudioCropped/0Y-111A-X1-06.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-111A-X1-06.wav,0Y-111A-X1-06.wav,d95443ad3ace1b57259971611e24d3aa03ae9393,940c5ce9231fb0e67660302ea378a8c506ba9523f2a952eb0afbdc1c33b65201,64548,44100,1,16,0.729728,0Y,0.000000,kitten,111A,111A,X,0,,true,111A,
dataset/raw_audio/AudioCropped/0Y-111A-X1-07.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-111A-X1-07.wav,0Y-111A-X1-07.wav,ce52fc7828f90ab82b4fe22b4e590b50a35f939a,248cdb54f5cc4a3c2b49b0c22f71b787a576bcc66db176404eb562bd5839c4ed,44252,44100,1,16,0.499615,0Y,0.000000,kitten,111A,111A,X,0,,true,111A,
dataset/raw_audio/AudioCropped/0Y-111A-X1-08.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-111A-X1-08.wav,0Y-111A-X1-08.wav,e30012785b73414635ee5f89394ef4dc9c7e76d6,84007e6f732406518eac39c1b850a8fe730f18271c6a6bb6c7f28b964a704f53,95224,44100,1,16,1.077528,0Y,0.000000,kitten,111A,111A,X,0,,true,111A,
dataset/raw_audio/AudioCropped/0Y-111A-X1-09.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-111A-X1-09.wav,0Y-111A-X1-09.wav,84c0f5b53019fc022487be7b3e1f199fd759cb55,c364eb8d419004ffd15f3b8a617459547a6f85d63987459aeba8dc969c57e57d,35894,44100,1,16,0.404853,0Y,0.000000,kitten,111A,111A,X,0,,true,111A,
dataset/raw_audio/AudioCropped/0Y-111A-X1-10.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-111A-X1-10.wav,0Y-111A-X1-10.wav,8e95f4eb2716c678aabce192b9aa0ffcb8d7dca9,af3d4e462e01ca25f5819dda0dff0c85ad8cb989a5f85dd3013ab97687cd5abd,76276,44100,1,16,0.862653,0Y,0.000000,kitten,111A,111A,X,0,,true,111A,
dataset/raw_audio/AudioCropped/0Y-111A-X1-11.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-111A-X1-11.wav,0Y-111A-X1-11.wav,b405dad35396a70915f5e3f6f39fdca73af8bca5,9f1946ac9d2a943572f7269b3ba1782e00847701530b8bbd6a6c5c1f14c89dd4,24858,44100,1,16,0.279683,0Y,0.000000,kitten,111A,111A,X,0,,true,111A,
dataset/raw_audio/AudioCropped/0Y-111A-X1-12.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-111A-X1-12.wav,0Y-111A-X1-12.wav,87f4b5c9c46bbec117272bf138f0e6f61dbc362d,dfcc66c14ed3611e646213130d3c4c9ca184875792d15e4ee5ab72d585c01086,51654,44100,1,16,0.583492,0Y,0.000000,kitten,111A,111A,X,0,,true,111A,
dataset/raw_audio/AudioCropped/0Y-115A-X1.wav,data/meowagenet/official-3d02295bef15/AudioCropped/0Y-115A-X1.wav,0Y-115A-X1.wav,839c66e55eb0a4cae3e5991c84c9fa8bcbfd4709,0f0b05f8c86f94fa6ba949e86dcde89d1cec9353f8212488684f1ab88570bf79,46008,44100,1,16,0.520408,0Y,0.000000,kitten,115A,115A,X,0,,true,115A,
